id,collect_case_id,order_id,can_recall_time,collect_status,collect_amount,repaid_amount,repaid_time,create_time,update_time,collector_id,collect_time,contact_relation,contact_status,repay_willingness,remark,remark-update_time,remark-create_time
1051222,37165f22-285d-4b5a-9cae-db73949e1cde,GC_820a9f03-c7df-4753-a345-2eb1c512fff8,11/25/2021 0:00,15,0,0,,11/24/2021 1:39,11/25/2021 1:02,1.46242e+18,11/24/2021 16:51,1.0,9.0,5.0,Wa,11/24/2021 16:51,11/24/2021 16:51
1144736,4307683c-f190-4820-b1d9-a3465d6c322d,GC_ee30318f-af9f-4086-aed2-dbd15afbcc60,12/2/2021 0:00,15,0,0,,11/29/2021 1:51,12/2/2021 1:01,1.46308e+18,11/30/2021 10:53,1.0,3.0,5.0,Buz贸n,11/30/2021 10:53,11/30/2021 10:53
1186829,64b0a354-7823-49d5-8234-191acde31d00,GC_939d0f61-b514-40ac-ba71-80a50f5369c8,12/5/2021 0:00,15,0,0,,12/1/2021 1:51,12/5/2021 1:01,1.46528e+18,12/1/2021 9:28,1.0,3.0,5.0,Esperando respuesta,12/1/2021 9:28,12/1/2021 9:28
1089186,f5b46d8a-03de-4b22-979e-75f5276b50f2,GC_f0cb3395-5432-445e-9457-eadc72ec3206,11/27/2021 0:00,15,0,0,,11/26/2021 1:43,11/27/2021 1:03,1.46377e+18,11/26/2021 9:49,1.0,9.0,5.0,Mensajes,11/26/2021 9:49,11/26/2021 9:49
1165138,2c3f0811-0833-42d9-b04f-ab978c2a036b,GC_5abf50b8-3c41-42f7-b339-319c91319998,12/3/2021 0:00,15,0,0,,11/30/2021 1:51,12/3/2021 1:01,1.46163e+18,12/1/2021 11:21,1.0,3.0,5.0,No contesta,12/1/2021 11:21,12/1/2021 11:21
1172146,6089076a-9425-4c7e-857b-966308f6923b,GC_5b3c0a9f-9fe6-45fe-aae6-cabba028a5ed,12/4/2021 0:00,15,0,0,,11/30/2021 6:55,12/4/2021 1:01,1.46566e+18,11/30/2021 9:52,1.0,3.0,5.0,A,11/30/2021 9:52,11/30/2021 9:52
1151778,d23564cb-1c84-4c89-b758-f070b7452e47,GC_6717c451-9de3-4033-90bc-22d83a73dbfc,12/3/2021 0:00,15,0,0,,11/29/2021 5:23,12/3/2021 1:01,1.46528e+18,12/1/2021 11:33,1.0,9.0,5.0,No responde,12/1/2021 11:33,12/1/2021 11:33
1126343,5fc5c9fa-7a0d-49f3-a89f-1fb395b386b1,GC_9cd2c266-d125-40db-a325-064bb14deb18,12/1/2021 0:00,15,0,0,,11/28/2021 1:47,12/1/2021 1:01,1.46417e+18,11/29/2021 9:56,1.0,3.0,5.0,Buz贸n,11/29/2021 9:56,11/29/2021 9:56
1207077,f3a3c411-858e-4b27-84a7-db62e7e963ad,GC_aa6f5b5f-dd7d-4d47-8fb6-bd61dc316497,12/6/2021 0:00,5,0,0,,12/2/2021 1:51,12/2/2021 1:51,1.46566e+18,12/4/2021 13:38,1.0,4.0,5.0,A,12/4/2021 13:38,12/4/2021 13:38
1235239,8b45ae42-ab2a-49bf-a82f-211cd9e9f321,GC_1c902935-9cd8-4ce9-883e-ff68199175ff,12/12/2021 0:00,5,0,0,,12/4/2021 1:35,12/4/2021 1:35,,,,,,,,
1185481,a34073af-1e1f-45e5-98e6-872914adcf6c,GC_0fc37d49-fcdf-4473-8bbb-aa177559525f,12/4/2021 0:00,15,0,0,,12/1/2021 1:51,12/4/2021 1:01,1.46342e+18,12/1/2021 11:32,1.0,3.0,5.0,No responde las llamadas ,12/1/2021 11:32,12/1/2021 11:32
1053063,9544c873-93a8-4d31-995c-efa3191c3713,GC_f757de63-d324-40d4-b2c5-497619e4b4fa,11/25/2021 0:00,15,0,0,,11/24/2021 1:39,11/24/2021 2:57,,,,,,,,
1124697,0be3f217-4b37-4450-900b-3103297c99b5,GC_7010a634-6f46-4679-a04e-1294a0f1eb31,11/29/2021 0:00,15,0,0,,11/28/2021 1:47,11/29/2021 1:03,1.46308e+18,11/28/2021 10:00,1.0,9.0,5.0,Se env铆a whatssap ,11/28/2021 10:00,11/28/2021 10:00
1124049,31a64e63-5685-4572-98bb-ca44cb310d63,GC_3a9c937e-17b6-4ab8-8d4e-dbfd5a60b623,11/29/2021 0:00,15,0,0,,11/28/2021 1:43,11/29/2021 1:03,1.46377e+18,11/28/2021 10:04,1.0,9.0,5.0,No contesto,11/28/2021 10:04,11/28/2021 10:04
1090016,badeaa26-1e15-47ea-b765-6c7d5a884fd5,GC_ea499d06-b3e8-4edf-92d6-349a121cd88f,11/29/2021 0:00,15,0,0,,11/26/2021 1:47,11/29/2021 1:01,1.46163e+18,11/28/2021 12:00,1.0,3.0,5.0,No contesta ,11/28/2021 12:00,11/28/2021 12:00
1081163,25b3a614-0e92-4f79-a04e-19eeaa9e58ea,GC_ce20d7e5-f733-46a5-b89a-3976a52dad91,11/27/2021 0:00,15,0,0,,11/26/2021 1:35,11/27/2021 1:02,,,,,,,,
1186172,bf880015-9916-4aaf-8ab4-b76103cbe753,GC_cb8ec0a0-b340-46f1-abd7-49d82831e53f,12/4/2021 0:00,15,0,0,,12/1/2021 1:51,12/4/2021 1:01,1.46342e+18,12/3/2021 10:36,1.0,3.0,5.0,. ,12/3/2021 10:36,12/3/2021 10:36
1206089,dc99940e-02c2-497f-acdc-f74426cc9307,GC_001c5eb3-c571-48a9-8e4f-d0af8ccec301,12/5/2021 0:00,15,0,0,,12/2/2021 1:51,12/5/2021 1:02,1.46417e+18,12/4/2021 9:50,1.0,7.0,5.0,No responde ,12/4/2021 9:50,12/4/2021 9:50
1031639,b75d05fc-7de4-4da9-8f6b-c1bb97dfa0a0,GC_740488e7-ba2e-4051-916b-9097bdb6603a,11/24/2021 0:00,15,0,0,,11/23/2021 1:35,11/24/2021 1:02,1.46051e+18,11/23/2021 10:45,1.0,9.0,5.0,No contesta,11/23/2021 10:45,11/23/2021 10:45
1108607,ad425619-5b1f-4365-a568-4cd0e441770a,GC_51ff7b29-f949-4df6-b22c-3b9bb69efb86,11/30/2021 0:00,15,0,0,,11/27/2021 1:47,11/30/2021 1:01,1.46417e+18,11/27/2021 9:49,1.0,3.0,5.0,No responde,11/27/2021 9:49,11/27/2021 9:49
1109129,11a7d32b-73e8-45c9-9611-90b33cfd8abe,GC_d395dde6-c286-4281-b722-d670b820083e,11/30/2021 0:00,15,0,0,,11/27/2021 1:47,11/30/2021 1:01,1.46051e+18,11/28/2021 11:58,1.0,11.0,5.0, ,11/28/2021 11:58,11/28/2021 11:58
1097857,2f1c7bb5-d825-4456-914e-54c6337e1a6f,GC_7b4c9204-9795-4697-8c30-91d591e57b6e,11/29/2021 0:00,15,0,0,,11/26/2021 3:49,11/29/2021 1:01,1.46417e+18,11/28/2021 10:30,1.0,7.0,5.0,BUZ脫N DE VOZ ,11/28/2021 10:30,11/28/2021 10:30
1108960,f5b46d8a-03de-4b22-979e-75f5276b50f2,GC_f0cb3395-5432-445e-9457-eadc72ec3206,11/30/2021 0:00,15,0,0,,11/27/2021 1:47,11/30/2021 1:01,1.46342e+18,11/27/2021 11:17,1.0,9.0,5.0,Mand茅 WhatsApp,11/27/2021 11:17,11/27/2021 11:17
1207204,f4b91c31-f932-4c08-8409-e922b79c5efd,GC_694bc2ad-4f06-4a02-b4ff-331b1439bc2d,12/6/2021 0:00,5,0,0,,12/2/2021 1:51,12/2/2021 1:51,1.46528e+18,12/2/2021 15:14,1.0,7.0,5.0,Pagado,12/2/2021 15:14,12/2/2021 15:14
1187444,5bd70a0e-e6f4-4fff-9e64-7f71a339eb08,GC_b9cefd7a-9c33-44bb-94b0-e6681af24820,12/5/2021 0:00,15,0,0,,12/1/2021 1:51,12/5/2021 1:01,1.4646e+18,12/3/2021 11:40,1.0,3.0,5.0,Nc,12/3/2021 11:40,12/3/2021 11:40
1089972,19c6f20e-2ecb-49ed-ad23-20997c17c636,GC_ed47314b-c280-41f1-85d2-027255f7a8fb,11/29/2021 0:00,15,0,0,,11/26/2021 1:47,11/26/2021 3:49,,,,,,,,
1108955,f6de71e8-fc57-4247-a27a-4a876aaf6722,GC_3f80fbe7-8118-41d3-b72b-df8a380339e9,11/30/2021 0:00,15,0,0,,11/27/2021 1:47,11/30/2021 1:01,1.46163e+18,11/29/2021 12:17,1.0,9.0,5.0,No responde,11/29/2021 12:17,11/29/2021 12:17
1082960,e8e9580f-b9af-47ac-baa6-b2f51a23985a,GC_b24bf5ee-dab5-4273-9263-54c66ab63bee,11/27/2021 0:00,10,1605,2655,11/26/2021 18:33,11/26/2021 1:35,11/26/2021 18:33,,,,,,,,
1105095,23346e8e-7bb5-4545-8136-deceef474429,GC_30208056-9214-4acf-80f6-194acb7da572,11/28/2021 0:00,15,0,0,,11/27/2021 1:43,11/27/2021 8:58,,,,,,,,
1088691,ad425619-5b1f-4365-a568-4cd0e441770a,GC_51ff7b29-f949-4df6-b22c-3b9bb69efb86,11/27/2021 0:00,15,0,0,,11/26/2021 1:43,11/27/2021 1:03,1.46051e+18,11/26/2021 11:30,1.0,9.0,5.0,Se env铆a WhatsApp,11/26/2021 11:30,11/26/2021 11:30
1126398,795c400d-bbba-4267-9a6f-9e605fac20de,GC_fc323c22-d352-45f2-89ef-61786b20ff61,12/1/2021 0:00,15,0,0,,11/28/2021 1:47,12/1/2021 1:01,1.46461e+18,11/30/2021 12:42,1.0,9.0,5.0,NC ,11/30/2021 12:42,11/30/2021 12:42
1097840,173998af-a9de-475a-94dc-66ab36e72f90,GC_01acb6e1-857f-492a-b455-599fdae3532f,11/29/2021 0:00,15,0,0,,11/26/2021 3:49,11/29/2021 1:01,1.46417e+18,11/28/2021 10:20,1.0,7.0,5.0,BUZ脫N DE VOZ ,11/28/2021 10:20,11/28/2021 10:20
1080115,73e66d3a-32d7-4c09-b7e4-3badbb53dceb,GC_7bbeb8f9-de3d-4b71-b090-6777035f04c9,11/26/2021 0:00,15,0,0,,11/25/2021 2:22,11/26/2021 1:03,,,,,,,,
1142176,caaf168a-6e5d-4ffe-a70b-96aa7c1e2a3c,GC_1fe6dd42-435d-45cc-ac5c-fc54ba832028,11/30/2021 0:00,15,0,0,,11/29/2021 1:47,11/30/2021 1:03,1.46308e+18,11/29/2021 9:30,1.0,9.0,5.0,No contesto,11/29/2021 9:30,11/29/2021 9:30
1108905,24c4856c-8144-4a4d-bf76-08e1eb6e81cc,GC_51fdae71-ea1e-4567-99f3-3243ef38658c,11/30/2021 0:00,15,0,0,,11/27/2021 1:47,11/30/2021 1:01,1.46342e+18,11/28/2021 10:29,1.0,11.0,5.0,Buz贸n de voz,11/28/2021 10:29,11/28/2021 10:29
1186063,c15547cc-36b7-472d-aa7e-781d9026972b,GC_5f43549a-fb0e-4f88-876a-002835cc5f04,12/4/2021 0:00,15,0,0,,12/1/2021 1:51,12/4/2021 1:01,1.46417e+18,12/1/2021 9:36,1.0,1.0,5.0,Contesta se帽ora afirmando que titular no est谩 ,12/1/2021 9:36,12/1/2021 9:36
1068606,347ce5d4-c4e3-4550-9bdc-d2298697818f,GC_549445fa-650f-494d-b793-bfafabc425b5,11/26/2021 0:00,15,0,0,,11/25/2021 1:39,11/26/2021 1:02,1.46051e+18,11/25/2021 12:54,1.0,3.0,5.0,No contesta,11/25/2021 12:54,11/25/2021 12:54
1126662,ba1f8885-cfe0-470c-8cb0-bd13d7e99e92,GC_0f553d7b-ce3e-4e39-95c9-c54f53e401de,12/1/2021 0:00,15,0,0,,11/28/2021 1:47,12/1/2021 1:01,1.46342e+18,11/29/2021 12:27,1.0,3.0,5.0,No contesta llamadas ,11/29/2021 12:27,11/29/2021 12:27
1124826,0ed94dbe-452a-4f52-8073-56a918a4fd73,GC_81bdaaad-d351-424c-a2bf-2cb9b39f85e9,11/29/2021 0:00,15,0,0,,11/28/2021 1:47,11/29/2021 1:03,1.46418e+18,11/28/2021 12:00,1.0,1.0,5.0,Llamada,11/28/2021 12:00,11/28/2021 12:00
1126719,027908de-7958-4302-a0a5-f4c79aa72dbd,GC_ca0f5697-8c02-414f-8d2f-c955a9857c7a,12/1/2021 0:00,15,0,0,,11/28/2021 1:47,12/1/2021 1:01,1.46461e+18,11/30/2021 10:51,1.0,3.0,5.0,No contesto,11/30/2021 10:51,11/30/2021 10:51
1172192,8b45ae42-ab2a-49bf-a82f-211cd9e9f321,GC_1c902935-9cd8-4ce9-883e-ff68199175ff,12/4/2021 0:00,15,0,0,,11/30/2021 6:55,12/4/2021 1:01,1.46566e+18,12/3/2021 14:59,11.0,9.0,5.0,K,12/3/2021 14:59,12/3/2021 14:59
1126669,4ee12539-1e68-42ef-83e6-8d51f0143050,GC_902d434a-0f9e-4991-9fba-aeb647fc167c,12/1/2021 0:00,15,0,0,,11/28/2021 1:47,12/1/2021 1:01,1.46461e+18,11/28/2021 11:20,1.0,3.0,5.0,NC ,11/28/2021 11:20,11/28/2021 11:20
1090766,a10694bb-4c7a-47b7-90dc-bb8cff55c72c,GC_2be8e26a-0471-4bc7-886c-dfb27338b9e5,11/29/2021 0:00,15,0,0,,11/26/2021 1:47,11/29/2021 1:01,1.46163e+18,11/26/2021 9:51,1.0,9.0,5.0,sc,11/26/2021 9:51,11/26/2021 9:51
1207314,912e1877-2e9e-4689-9fa8-52530b2cb780,GC_a250fb47-5314-44cd-9d22-e980c01a5505,12/6/2021 0:00,5,0,0,,12/2/2021 1:51,12/2/2021 1:51,1.46279e+18,12/3/2021 17:13,22.0,9.0,5.0,.,12/3/2021 17:13,12/3/2021 17:13
1088869,cfa21386-c429-458e-8acb-422a8e37cf54,GC_39221e9b-854f-4961-a967-3cae38d3a85c,11/27/2021 0:00,15,0,0,,11/26/2021 1:43,11/27/2021 1:03,1.46308e+18,11/26/2021 9:47,1.0,9.0,5.0,Nc,11/26/2021 9:47,11/26/2021 9:47
1172199,706d21a4-0b48-4311-9867-51f8b809973e,GC_f7afef0c-90cf-4ee3-aaab-80d89b2e7092,12/4/2021 0:00,15,0,0,,11/30/2021 6:55,12/4/2021 1:01,1.46566e+18,12/2/2021 13:46,1.0,9.0,5.0,B,12/2/2021 13:46,12/2/2021 13:46
1207782,092d933c-4de3-42c7-8041-d3fcf4227d91,GC_6603c79c-f862-4ee0-97d6-326d11e1bf94,12/6/2021 0:00,5,0,0,,12/2/2021 1:51,12/2/2021 1:51,1.46566e+18,12/4/2021 14:59,1.0,9.0,5.0,B4-F,12/4/2021 14:59,12/4/2021 14:59
1165168,ec5bccae-9126-4d34-b4d4-7fa71e06e503,GC_17084f61-fb2c-4dfa-af6b-4305476f1e96,12/3/2021 0:00,15,0,0,,11/30/2021 1:51,12/3/2021 1:01,1.46051e+18,11/30/2021 11:39,1.0,9.0,5.0,No contesto,11/30/2021 11:39,11/30/2021 11:39
1187592,52b41973-6e20-4cc7-a201-f138dbb41460,GC_cebaaa49-ec20-486a-aa1a-14c650b6b8b4,12/5/2021 0:00,15,0,0,,12/1/2021 1:51,12/5/2021 1:01,1.46379e+18,12/2/2021 11:17,1.0,3.0,5.0,Nc,12/2/2021 11:17,12/2/2021 11:17
1126398,795c400d-bbba-4267-9a6f-9e605fac20de,GC_fc323c22-d352-45f2-89ef-61786b20ff61,12/1/2021 0:00,15,0,0,,11/28/2021 1:47,12/1/2021 1:01,1.46461e+18,11/28/2021 17:16,1.0,9.0,5.0,NC ,11/28/2021 17:16,11/28/2021 17:16
1207502,dee52888-552f-4efc-96c3-f3ce3855784c,GC_eb4fd081-af06-475b-8737-9ec50fcd2c47,12/6/2021 0:00,5,0,0,,12/2/2021 1:51,12/2/2021 1:51,1.46528e+18,12/2/2021 10:04,1.0,9.0,5.0,No responde,12/2/2021 10:04,12/2/2021 10:04
1098376,7c2999a5-621e-4677-9b35-a35ae8008e2c,GC_501e559d-0592-41cc-ae43-fddf9774a70e,11/27/2021 0:00,15,0,0,,11/26/2021 4:48,11/27/2021 1:03,1.46418e+18,11/26/2021 10:01,1.0,9.0,5.0,Whats,11/26/2021 10:01,11/26/2021 10:01
1238002,bf880015-9916-4aaf-8ab4-b76103cbe753,GC_cb8ec0a0-b340-46f1-abd7-49d82831e53f,12/8/2021 0:00,5,0,0,,12/4/2021 1:39,12/4/2021 1:39,1.46528e+18,12/4/2021 17:05,1.0,3.0,5.0,Buz贸n ,12/4/2021 17:05,12/4/2021 17:05
1108886,e3ff421f-4284-4ccc-b753-67a51994d9c8,GC_b780708e-5ab2-46b8-a4a7-a609f167e960,11/30/2021 0:00,15,0,0,,11/27/2021 1:47,11/30/2021 1:01,1.46342e+18,11/28/2021 12:52,1.0,3.0,5.0,Suena pero manda a buz贸n ,11/28/2021 12:52,11/28/2021 12:52
1068925,d708dec6-e12e-4f57-9834-cc87334eb964,GC_28c65db2-ed30-4771-ba85-5d43dd5fce8d,11/26/2021 0:00,15,0,0,,11/25/2021 1:39,11/26/2021 1:02,1.46051e+18,11/25/2021 10:52,1.0,3.0,5.0,Se env铆a WhatsApp,11/25/2021 10:52,11/25/2021 10:52
1166000,03122500-18c2-4b5c-b177-697ceab9c814,GC_272de18a-d9e9-4e7c-8901-4bea2741a4e1,12/4/2021 0:00,15,0,0,,11/30/2021 1:51,12/4/2021 1:01,1.46528e+18,12/2/2021 13:02,1.0,3.0,5.0,Se le mando WhatsApp,12/2/2021 13:02,12/2/2021 13:02
1088869,cfa21386-c429-458e-8acb-422a8e37cf54,GC_39221e9b-854f-4961-a967-3cae38d3a85c,11/27/2021 0:00,15,0,0,,11/26/2021 1:43,11/27/2021 1:03,1.46308e+18,11/26/2021 16:46,1.0,9.0,5.0,Nc,11/26/2021 16:46,11/26/2021 16:46
1051304,19c6f20e-2ecb-49ed-ad23-20997c17c636,GC_ed47314b-c280-41f1-85d2-027255f7a8fb,11/25/2021 0:00,15,0,0,,11/24/2021 1:39,11/24/2021 2:57,,,,,,,,
1151671,b48c5870-20f9-481f-9eb9-0d570fbf74f3,GC_40d7acd5-4f5d-4913-98b6-681644c7f812,12/3/2021 0:00,15,0,0,,11/29/2021 5:23,12/3/2021 1:01,1.46528e+18,11/29/2021 9:58,1.0,9.0,5.0,Se le manda whats,11/29/2021 9:58,11/29/2021 9:58
1069225,5195da3a-7177-423f-84e8-df6f69421eff,GC_2ccbd132-b43b-497c-a0db-bad1cc59c744,11/26/2021 0:00,15,0,0,,11/25/2021 1:39,11/26/2021 1:02,1.46242e+18,11/25/2021 15:32,1.0,9.0,5.0,Wa,11/25/2021 15:32,11/25/2021 15:32
1108718,3ad45dc4-1b4a-4416-bc96-adb520b8dc5d,GC_c80c6e7a-01e5-4353-8731-1e0ee2f4a68e,11/30/2021 0:00,15,0,0,,11/27/2021 1:47,11/30/2021 1:01,1.46163e+18,11/27/2021 10:05,1.0,9.0,5.0,No contesta ,11/27/2021 10:05,11/27/2021 10:05
1144736,4307683c-f190-4820-b1d9-a3465d6c322d,GC_ee30318f-af9f-4086-aed2-dbd15afbcc60,12/2/2021 0:00,15,0,0,,11/29/2021 1:51,12/2/2021 1:01,1.46308e+18,12/1/2021 13:30,1.0,9.0,5.0,No hay respuesta ,12/1/2021 13:30,12/1/2021 13:30
1049960,ede38e09-8388-44f4-a948-192ead55e2d0,GC_e3649913-ce35-42db-90c5-eb6ba34a6f2f,11/25/2021 0:00,15,0,0,,11/24/2021 1:35,11/25/2021 1:02,,,,,,,,
1139699,e3df0e30-b83c-4278-8b95-67604542311a,GC_9f4a923c-fe04-4103-8ae0-1e1269baecea,11/30/2021 0:00,10,1605,2655,11/29/2021 10:30,11/29/2021 1:43,11/29/2021 10:30,,,,,,,,
1142440,65b0a295-b530-4c40-975e-2d630f90cbab,GC_1afdaff5-5fa6-44f2-8f43-c6af21049d90,11/30/2021 0:00,15,0,0,,11/29/2021 1:47,11/30/2021 1:03,1.46377e+18,11/29/2021 9:28,1.0,9.0,5.0,Whatsapp ,11/29/2021 9:28,11/29/2021 9:28
1097817,5117f069-33af-428e-a501-6df579a84153,GC_e43fa293-b991-4a5c-b781-3a65d30f19fc,11/29/2021 0:00,15,0,0,,11/26/2021 3:49,11/29/2021 1:01,1.46417e+18,11/27/2021 10:53,1.0,3.0,5.0,No contesta llamada,11/27/2021 10:53,11/27/2021 10:53
1088791,a027e40d-297a-485f-99b5-c0c0565c71ea,GC_cc4d2527-6640-463a-8913-1f9dad41c31f,11/27/2021 0:00,15,0,0,,11/26/2021 1:43,11/27/2021 1:03,1.46377e+18,11/26/2021 9:32,1.0,9.0,5.0,Esperando respuesta ,11/26/2021 9:32,11/26/2021 9:32
1090245,428d87fb-c31e-4c97-a2e2-e966a7853d89,GC_ce2722c5-4c16-4867-b9f7-8e7d5609d538,11/29/2021 0:00,15,0,0,,11/26/2021 1:47,11/29/2021 1:01,1.46163e+18,11/26/2021 15:05,1.0,9.0,5.0,sc,11/26/2021 15:05,11/26/2021 15:05
1071485,e1adaeb4-5dfe-411e-aed0-c735699e6f04,GC_d7b0c2f2-f33e-4685-897a-b98f155daab6,11/26/2021 0:00,15,0,0,,11/25/2021 1:43,11/26/2021 1:03,1.46051e+18,11/25/2021 12:41,1.0,3.0,5.0,Buzon de voz ,11/25/2021 12:41,11/25/2021 12:41
1107458,4ee12539-1e68-42ef-83e6-8d51f0143050,GC_902d434a-0f9e-4991-9fba-aeb647fc167c,11/28/2021 0:00,15,0,0,,11/27/2021 1:43,11/28/2021 1:03,1.46308e+18,11/27/2021 9:46,1.0,9.0,5.0,Mand茅 WhatsApp sin respuesta,11/27/2021 9:46,11/27/2021 9:46
1207309,236ec3d2-2b00-41e5-a96b-35134ee887a0,GC_ef2bf4b7-69b1-42b1-a629-a3905a996d61,12/6/2021 0:00,5,0,0,,12/2/2021 1:51,12/2/2021 1:51,1.46528e+18,12/3/2021 9:55,1.0,3.0,5.0,No contesta,12/3/2021 9:55,12/3/2021 9:55
1126359,8e2c6f5c-a4f4-42d6-ac74-a9bb29214036,GC_f8087f6c-4d61-4e94-971a-0103deb7e3f8,12/1/2021 0:00,15,0,0,,11/28/2021 1:47,12/1/2021 1:01,1.46163e+18,11/29/2021 10:09,1.0,9.0,5.0,No responde,11/29/2021 10:09,11/29/2021 10:09
1126411,f91a577b-a9ad-4d40-bcb4-9736cc23580b,GC_952a72fc-c988-48fd-9cb9-950f6c3623a5,12/1/2021 0:00,15,1605,0,,11/28/2021 1:47,11/29/2021 21:26,1.46417e+18,11/29/2021 9:59,1.0,9.0,5.0,Se manda WhatsApp,11/29/2021 9:59,11/29/2021 9:59
1172185,23d06aa3-8270-440e-9aba-50c72bceb4ad,GC_b6310c8f-b2d7-4c1a-94e9-dccd3b90475c,12/4/2021 0:00,15,0,0,,11/30/2021 6:55,12/4/2021 1:01,1.46566e+18,12/2/2021 13:11,22.0,9.0,5.0,K,12/2/2021 13:11,12/2/2021 13:11
1187601,397c9d3d-ff10-4688-9ccf-cf4b05341204,GC_e0be42e6-5077-4356-949e-4e198f5f8917,12/5/2021 0:00,15,0,0,,12/1/2021 1:51,12/5/2021 1:01,1.46566e+18,12/4/2021 17:27,11.0,9.0,5.0,K,12/4/2021 17:27,12/4/2021 17:27
1108868,706d21a4-0b48-4311-9867-51f8b809973e,GC_f7afef0c-90cf-4ee3-aaab-80d89b2e7092,11/30/2021 0:00,15,0,0,,11/27/2021 1:47,11/30/2021 1:01,1.46051e+18,11/27/2021 11:16,1.0,9.0,5.0, ,11/27/2021 11:16,11/27/2021 11:16
1032068,86f886c2-7205-4bfc-aebe-a8bea779c3f8,GC_6bf2a047-cc87-48c1-95b1-78a49b2a56f8,11/24/2021 0:00,15,0,0,,11/23/2021 1:35,11/24/2021 1:02,,,,,,,,
1186929,cab33546-2306-4134-918f-928e29548f81,GC_4ee574c8-b6ae-4c96-8b9f-48866e825e94,12/5/2021 0:00,15,0,0,,12/1/2021 1:51,12/5/2021 1:01,1.46528e+18,12/4/2021 10:04,1.0,3.0,5.0,No contesta,12/4/2021 10:04,12/4/2021 10:04
1124749,912e1877-2e9e-4689-9fa8-52530b2cb780,GC_a250fb47-5314-44cd-9d22-e980c01a5505,11/29/2021 0:00,15,0,0,,11/28/2021 1:47,11/29/2021 1:03,1.46377e+18,11/28/2021 10:03,1.0,10.0,5.0,NO. EXISTE WHATSAPP SE CONTACTAN REFERENCIAS ,11/28/2021 10:03,11/28/2021 10:03
1187303,012ee84d-b9e4-4f23-8674-a5ab05a4e5e3,GC_48bf9509-3e44-44d8-8c4e-b840b15b5e0a,12/5/2021 0:00,15,0,0,,12/1/2021 1:51,12/5/2021 1:01,1.46566e+18,12/1/2021 14:34,1.0,9.0,5.0,K,12/1/2021 14:34,12/1/2021 14:34
1207675,ddae487e-209c-491d-9cb3-4090d6548b71,GC_bd207eb5-f3c0-4109-99fb-7d5fee06249e,12/6/2021 0:00,5,0,0,,12/2/2021 1:51,12/2/2021 1:51,1.46566e+18,12/4/2021 17:54,22.0,9.0,5.0,K,12/4/2021 17:54,12/4/2021 17:54
1126479,3dd60eb1-4b75-4f48-9b06-699d0393e291,GC_5c07c14c-f987-46aa-874a-b4d93493e2ae,12/1/2021 0:00,15,0,0,,11/28/2021 1:47,12/1/2021 1:01,1.46342e+18,11/30/2021 10:29,1.0,9.0,5.0,Sin contestar,11/30/2021 10:29,11/30/2021 10:29
1099603,17640f76-5b16-46ad-95fd-57a92781e2fb,GC_13c91392-302d-4dc9-a669-6554a9c949d1,11/28/2021 0:00,15,0,0,,11/27/2021 1:35,11/28/2021 1:02,,,,,,,,
1237867,35119ef6-3b12-4243-9edb-f39d10b0a159,GC_ebd88722-e2c4-4db1-952c-03c687850b0a,12/12/2021 0:00,5,0,0,,12/4/2021 1:39,12/4/2021 1:39,,,,,,,,
1126411,f91a577b-a9ad-4d40-bcb4-9736cc23580b,GC_952a72fc-c988-48fd-9cb9-950f6c3623a5,12/1/2021 0:00,15,1605,0,,11/28/2021 1:47,11/29/2021 21:26,1.46417e+18,11/29/2021 12:06,22.0,9.0,5.0,Se manda WhatsApp,11/29/2021 12:06,11/29/2021 12:06
1071484,4aaf6663-0cd6-49cc-9aca-601aff1774f2,GC_ff672e7d-befc-443a-b03a-d3df5810eaab,11/26/2021 0:00,15,0,0,,11/25/2021 1:43,11/26/2021 1:03,1.46279e+18,11/25/2021 19:13,11.0,9.0,5.0,Referencias,11/25/2021 19:13,11/25/2021 19:13
1124613,15208e49-cab7-450c-92e0-a42d57b90c66,GC_17d1b9ea-e22f-43c2-9244-76907635dbf5,11/29/2021 0:00,15,0,0,,11/28/2021 1:47,11/29/2021 1:03,1.46279e+18,11/28/2021 10:55,1.0,9.0,5.0,Mensaje,11/28/2021 10:55,11/28/2021 10:55
1166289,cfa21386-c429-458e-8acb-422a8e37cf54,GC_39221e9b-854f-4961-a967-3cae38d3a85c,12/4/2021 0:00,15,0,0,,11/30/2021 1:51,12/4/2021 1:01,1.46528e+18,12/1/2021 10:07,1.0,3.0,5.0,Esperando respuesta,12/1/2021 10:07,12/1/2021 10:07
1166454,e82f5abd-c8dd-4107-a3e2-81e0bb4f71da,GC_2e6fa30d-4834-448b-855f-a16d9a843bb9,12/4/2021 0:00,15,0,0,,11/30/2021 1:51,12/4/2021 1:01,1.46528e+18,11/30/2021 17:57,1.0,3.0,5.0,. ,11/30/2021 17:57,11/30/2021 17:57
1135213,40ed5c76-2bfe-4b20-b8e7-673a59e62400,GC_58fc3d37-89d1-4d2b-b833-520a488eaff6,11/30/2021 0:00,15,0,0,,11/29/2021 1:35,11/30/2021 1:02,,,,,,,,
1144922,5a530fb9-d532-4c49-b607-b302cd880a58,GC_81dfb7d8-e0b8-4901-b67b-3b9231bac0c4,12/2/2021 0:00,15,0,0,,11/29/2021 1:51,12/2/2021 1:01,1.46163e+18,11/30/2021 10:49,1.0,9.0,5.0,"Se le env铆o WP, en espera de respuesta",11/30/2021 10:49,11/30/2021 10:49
